discovery keyword,channel name,URL,emails,total subs,AVG views,AVG engagement,date recorded,sampleSize
razer review,iKnowReview,https://www.youtube.com/channel/UCF_n906__yoMtxZQtmqmZbA,testEmail,172692,96678.20833333333,0.0526068049994869,2018-04-30 12:29:33.082829,25.0
razer review,TheOfficialSiNN,https://www.youtube.com/channel/UCJrzsFkoRFtIFDWAkIsD9qw,testEmail,257,8705.666666666666,0.01425125397250833,2018-04-30 12:29:34.076116,6.0
razer review,TetraNinja,https://www.youtube.com/channel/UCSVv3TMby4KxNOVT1lYy9oA,testEmail,1729654,28876.5,0.036902511890824184,2018-04-30 12:29:35.730995,13.0
razer review,Andrey Lebrov,https://www.youtube.com/channel/UCZsHHoDLK0s6r44ifx0DnXQ,testEmail,15491,5599.083333333333,0.07547709847193394,2018-04-30 12:29:38.191080,13.0
razer review,Tara Arts Game Indonesia,https://www.youtube.com/channel/UCVvhlqBpNVoG-DUT3J0oZ-w,testEmail,751272,125046.2,0.05091075914099724,2018-04-30 12:29:40.448980,12.0
razer review,Nerd Reviews ID,https://www.youtube.com/channel/UC09N-xTBgL9AYiPR-acjFmQ,testEmail,60579,15945.045454545454,0.028716597089217824,2018-04-30 12:29:43.841108,23.0
razer review,Android Central,https://www.youtube.com/channel/UC-kFCSJLpxuJdgMnQz8Dvrg,testEmail,358930,34026.583333333336,0.024255545296692046,2018-04-30 12:29:45.556008,13.0
razer review,GadgetIn,https://www.youtube.com/channel/UC1dI4tO13ApuSX0QeX8pHng,testEmail,480590,211581.26086956522,0.028330987984402062,2018-04-30 12:29:48.960253,25.0
razer review,TechnoBuffalo,https://www.youtube.com/channel/UCR0AnNR7sViH3TWMJl5jyxw,testEmail,1484316,143166.35714285713,0.022536888136398,2018-04-30 12:29:50.632324,15.0
razer review,DHIARCOM,https://www.youtube.com/channel/UC4fn1t8clOY76_BeWNJg4TQ,testEmail,92541,48272.65217391304,0.0305699764592008,2018-04-30 12:29:53.940816,25.0
razer review,DanteGTX,https://www.youtube.com/channel/UCJKFZ26gRK7AJXfmuxWR9Cg,testEmail,74000,40648.066666666666,0.05575500925833291,2018-04-30 12:29:56.261802,16.0
razer keyboard,Niels Kirtan,https://www.youtube.com/channel/UCQM2uePn3jZSQToNq38o8DA,testEmail,1890,33604.333333333336,0.014779839901599992,2018-04-30 12:30:02.923150,7.0
razer keyboard,ItsFusionHD,https://www.youtube.com/channel/UCIc1veA5enDxyCdfFfkkE9A,testEmail,7423,3192.608695652174,0.06264469562848972,2018-04-30 12:30:06.399577,24.0
razer keyboard,CAPT MORG,https://www.youtube.com/channel/UCvt1FAM_3pVl_UJFXJTBKLw,testEmail,1078,91646.0,0.02427601859328285,2018-04-30 12:30:07.402762,5.0
razer keyboard,R Λ Z Ξ R,https://www.youtube.com/channel/UCOsLfEqAwim8MFOhPddwwFw,testEmail,1437002,49708.230769230766,0.04140778419299079,2018-04-30 12:30:09.000402,14.0
razer keyboard,Swifty,https://www.youtube.com/channel/UC6idiEhlPEreqzCWfQ_GiLw,testEmail,696567,14387.041666666666,0.02473174645007515,2018-04-30 12:30:11.961313,25.0
razer keyboard,eTeknix,https://www.youtube.com/channel/UCb9tDXXfM-REtXni2MOpwgA,testEmail,21083,683.75,0.052526296266857425,2018-04-30 12:30:15.308699,25.0
razer keyboard,FPSThailand,https://www.youtube.com/channel/UC9CldAJs08kpQk_Qx7Imiow,testEmail,578806,16364.222222222223,0.009723108678825079,2018-04-30 12:30:17.445751,9.0
razer keyboard,MiawAug,https://www.youtube.com/channel/UC3J4Q1grz46bdJ7NJLd4DGw,testEmail,1692324,140343.0,0.05127865301440043,2018-04-30 12:30:18.615509,5.0
razer keyboard,TradeChat,https://www.youtube.com/channel/UCFc1GYgZ7gYzawc_WuAW31A,testEmail,470601,11488.153846153846,0.05565989938353443,2018-04-30 12:30:20.611562,14.0
razer keyboard,DDharam,https://www.youtube.com/channel/UC49vB7uo4Dmt8sGX2sOEYdQ,testEmail,1855,161.8695652173913,0.24242424242424243,2018-04-30 12:30:24.009878,24.0
razer keyboard,OG MapleBar,https://www.youtube.com/channel/UCtmWZe_2iHMERfqmskS5dCA,testEmail,41,,,2018-04-30 12:30:24.783855,0.0
razer keyboard,JASON(大J),https://www.youtube.com/channel/UC4nsi0oM9WBNFv1RdLh3c2g,testEmail,602187,162479.18181818182,0.026637678337532472,2018-04-30 12:30:26.614464,12.0
razer keyboard,InFeRnoBraVeHeart,https://www.youtube.com/channel/UCU9rxNaZvp78zmbyQLDKRIg,testEmail,122988,51744.90909090909,0.10207826037051222,2018-04-30 12:30:28.779664,12.0
razer keyboard,Axel,https://www.youtube.com/channel/UCVEAzFSFmr5lwpgHi6LY53A,testEmail,156636,26867.14285714286,0.07927899186473121,2018-04-30 12:30:30.283211,7.0
razer keyboard,"Tech HD | Unboxings, Reviews, How To Vids",https://www.youtube.com/channel/UCQWUam-Ar_XOtoBJG079pvw,testEmail,7215,3988.8260869565215,0.008755436382067298,2018-04-30 12:30:33.778798,25.0
razer keyboard,DusDavidGames,https://www.youtube.com/channel/UCB8b8H_V6NMz8KdPtbdEq7g,testEmail,713518,35464.666666666664,0.07447854815284616,2018-04-30 12:30:37.087982,25.0
gaming tools for pc,Top5Gaming,https://www.youtube.com/channel/UCYn6CZe5UGIyPe9WJb0pTrg,testEmail,216322,452264.47826086957,0.013281042976068963,2018-04-30 12:30:48.953174,25.0
gaming tools for pc,Army Of 4,https://www.youtube.com/channel/UCg9i-VSm-42JPzkYQUQACUw,testEmail,376,,,2018-04-30 12:30:49.753464,1.0
gaming tools for pc,Zylum,https://www.youtube.com/channel/UCtq56NG96Ls5rBgz_UFxdSA,testEmail,13151,781.2857142857143,0.17126226610593037,2018-04-30 12:30:52.346549,15.0
gaming tools for pc,RGB Gaming and Tech,https://www.youtube.com/channel/UCyGOe-zTht0WY8DbltCXYJQ,testEmail,161,,,2018-04-30 12:30:52.630773,0.0
gaming tools for pc,Gaming Evolution,https://www.youtube.com/channel/UCzmap31cy73OBmqvpFUD1iA,testEmail,14,2614.3333333333335,0.004972587020272853,2018-04-30 12:30:53.188323,3.0
gaming tools for pc,Priest,https://www.youtube.com/channel/UCNYfSZbWB_PdvU5mADGQEyw,testEmail,41260,6824.318181818182,0.04206706717577369,2018-04-30 12:30:56.775542,24.0
gaming tools for pc,Panjno,https://www.youtube.com/channel/UCXKZHfs9sDLYV9HDuz9MLDA,testEmail,89048,,,2018-04-30 12:30:57.414492,1.0
gaming tools for pc,LazarBeam,https://www.youtube.com/channel/UCw1SQ6QRRtfAhrN_cjkrOgA,testEmail,1242057,236853.08695652173,0.048760659177481507,2018-04-30 12:30:59.974465,24.0
gaming tools for pc,The Tools,https://www.youtube.com/channel/UClSAhC6LBVA1IHYuq9gcZ4g,testEmail,727,31.083333333333332,,2018-04-30 12:31:03.440670,25.0
gaming tools for pc,WeMod,https://www.youtube.com/channel/UCazAgLyfCCi7cbbEuF2ndHA,testEmail,4501,15105.375,0.009020807570776647,2018-04-30 12:31:06.707092,25.0
gaming tools for pc,UDDY KLONGCHOENGROB,https://www.youtube.com/channel/UC8n_IQ4Uv3TIav7c6GQIErA,testEmail,15,,,2018-04-30 12:31:07.783124,0.0
gaming tools for pc,Exosploit,https://www.youtube.com/channel/UC8lOFwhemXwjHLDJI7R405w,testEmail,1612,1127.6190476190477,0.01361697635135135,2018-04-30 12:31:10.955415,22.0
gaming tools for pc,CroatCode,https://www.youtube.com/channel/UCfuSelBtnyCACv0KjG2P1-A,testEmail,331313,1030679.1666666666,0.02477702809231777,2018-04-30 12:31:12.686072,13.0
gaming tools for pc,HitFilm,https://www.youtube.com/channel/UCIMX7KaXAFkJG7uPsQBepfA,testEmail,175709,8762.833333333334,0.039576240561462236,2018-04-30 12:31:13.933822,6.0
gaming tools for pc,Tech James,https://www.youtube.com/channel/UCwc1hyc7dK-sbkRfu5EI6Fw,testEmail,25756,1168.625,0.07618423112756383,2018-04-30 12:31:16.781400,25.0
gaming tools for pc,JerryRigEverything,https://www.youtube.com/channel/UCWFKCr40YwOZQx8FHU_ZqqQ,testEmail,1813057,578775.1666666666,0.03725453551191871,2018-04-30 12:31:19.389989,25.0
gaming tools for pc,Stefan Gagne,https://www.youtube.com/channel/UCDuwq-KDYKrAz3vm39reWDw,testEmail,128,735.35,0.01776607834947401,2018-04-30 12:31:21.876973,22.0
gaming tools for pc,MrHECTICKLOWN,https://www.youtube.com/channel/UCM_Z2HFmngjLJJbmsrDbIhQ,testEmail,5682,53.0,,2018-04-30 12:31:22.707828,2.0
gaming tools for pc,TekThing,https://www.youtube.com/channel/UC6sWaC11f4mxnizvOroOvkQ,testEmail,60026,13287.888888888889,0.04165656278482495,2018-04-30 12:31:24.040733,9.0
gaming tools for pc,Richie Castellano,https://www.youtube.com/channel/UCEKSACqYwBf1jbH4LnyMXeA,testEmail,24788,2477.6666666666665,0.04036055428494552,2018-04-30 12:31:25.788326,7.0
gaming tools for pc,Patrick,https://www.youtube.com/channel/UCKilDtv4L7WWRq6rTvfwvIg,testEmail,394245,24953.208333333332,0.04068281132853658,2018-04-30 12:31:29.054795,25.0
gaming tools for pc,PsychoCrank,https://www.youtube.com/channel/UC-pZLA4Gsw-4pvtkLEckMhA,testEmail,760,601.2352941176471,0.03551511593777517,2018-04-30 12:31:32.024456,18.0
gaming tools for pc,Crafted Workshop,https://www.youtube.com/channel/UC-hTi9atsD6wAl2s46LpAVw,testEmail,190432,63618.04347826087,0.02798016696110961,2018-04-30 12:31:35.092581,24.0
gaming tools for pc,CareyHolzman,https://www.youtube.com/channel/UCmWNCO9wSjzOz1UV8jCvIHA,testEmail,190194,6940.777777777777,0.04967022587926426,2018-04-30 12:31:36.556105,9.0
gaming tools for pc,AwesomeGamingReview,https://www.youtube.com/channel/UCsVJtehl0oG5bSjDeIDkLwg,testEmail,75,,,2018-04-30 12:31:36.756011,1.0
pc benchmark,Make Tech Easier,https://www.youtube.com/channel/UC5HhHXVDrGb30QwN0FTXBJw,testEmail,1839,908.6521739130435,0.010813552047582385,2018-04-30 12:31:45.106603,25.0
pc benchmark,BOSS JEDIZOHAN,https://www.youtube.com/channel/UCq7kBllci37bh323I_Z5mTg,testEmail,1524,15797.75,0.009297210045734361,2018-04-30 12:31:46.823343,9.0
pc benchmark,ThatsMyName,https://www.youtube.com/channel/UCyIiTKTtjrNz4IP3pCWwUdQ,testEmail,364,250.28571428571428,0.0702054794520548,2018-04-30 12:31:49.130492,15.0
pc benchmark,Vucko100,https://www.youtube.com/channel/UCvnb2DgfVNvD1sHyf9xIxjQ,testEmail,1336434,285894.5,0.035591800471852376,2018-04-30 12:31:51.226853,17.0
pc benchmark,BouseFeenux,https://www.youtube.com/channel/UCpoFDSDTS-GDMfNSR5ia8iA,testEmail,152500,10653.0,0.036054006696079346,2018-04-30 12:31:53.042494,13.0
pc benchmark,Nova Bilgisayar,https://www.youtube.com/channel/UCCsnoJMncG6UWK8nYHaMA1g,testEmail,39198,138047.3,0.013162879679646034,2018-04-30 12:31:55.559002,21.0
pc benchmark,Glerox,https://www.youtube.com/channel/UCwViLJvglYIBdVg1No4WBYw,testEmail,3537,5265.2,0.011623490085846691,2018-04-30 12:31:56.753849,6.0
pc benchmark,TecnoGeekies 2.0: Canal de Hardware y Reviews,https://www.youtube.com/channel/UCKY9eC8A95wxeXt8PaqvMlw,testEmail,4312,185.53846153846155,0.11111111111111112,2018-04-30 12:31:58.861029,14.0
pc benchmark,Blink46,https://www.youtube.com/channel/UC6DI_pJ_ZwfK2eBtoB791mg,testEmail,186959,52152.86363636364,0.06889188513138388,2018-04-30 12:32:02.065355,24.0
pc benchmark,HighTech,https://www.youtube.com/channel/UCYkhENyTnhMntuFkwm2B54A,testEmail,2175,83.0,,2018-04-30 12:32:04.182220,8.0
pc benchmark,A10 Studio,https://www.youtube.com/channel/UCM64QIMg8tJL23gwIqrQTcQ,testEmail,124,1181.875,0.020624008461131677,2018-04-30 12:32:06.553997,17.0
pc benchmark,PC Benchmarks,https://www.youtube.com/channel/UCpc_uUd25ObT3pQGbr5MpHg,testEmail,0,562.6666666666666,0.04413507109004739,2018-04-30 12:32:10.272407,25.0
pc benchmark,TEAMEVGA,https://www.youtube.com/channel/UCagwUI_wb06oRuWo85EWdoQ,testEmail,109835,2344.75,0.020043165421137488,2018-04-30 12:32:14.152984,25.0
pc benchmark,C4ETech,https://www.youtube.com/channel/UClVIlK8QHZ2PFkXF97bA0lg,testEmail,1095786,66744.83333333333,0.052741910110395564,2018-04-30 12:32:17.302742,25.0
pc benchmark,PC-WELT,https://www.youtube.com/channel/UCtmCJsYolKUjDPcUdfM8Skg,testEmail,523148,42278.34782608696,0.05061384077778532,2018-04-30 12:32:20.423790,25.0
pc benchmark,BRKs GAMERS ™,https://www.youtube.com/channel/UCI6CtA_lP0Z_xQKnXIPj7WQ,testEmail,2443,238.1818181818182,0.09510178117048346,2018-04-30 12:32:22.672362,12.0
pc benchmark,Sebyin-Tuto-PC,https://www.youtube.com/channel/UCd4cdu3-rL9i6iYiucfITSg,testEmail,1576,1159.7142857142858,0.0578960335057896,2018-04-30 12:32:24.134979,7.0
pc benchmark,Bumble,https://www.youtube.com/channel/UCahG62_Yv1IpL2RIOCV88qQ,testEmail,7592,2813.7083333333335,0.02344628748872465,2018-04-30 12:32:27.847136,25.0
pc benchmark,Benchmark PC Tech - MultiTechnopark,https://www.youtube.com/channel/UCb4my3eC4w6VvPwQlBJo1Wg,testEmail,10203,605.8333333333334,0.020366604868129894,2018-04-30 12:32:31.340179,25.0
pc build guide,CG Geek,https://www.youtube.com/channel/UCG8AxMVa6eutIGxrdnDxWpQ,testEmail,117005,19419.5,0.0348702920447816,2018-04-30 12:32:38.317710,11.0
pc build guide,EasyPCBuilder,https://www.youtube.com/channel/UCVhsPN8FKHvWVCcQ172U0_w,testEmail,48315,52035.166666666664,0.013489274881410327,2018-04-30 12:32:40.633627,13.0
pc build guide,Pocket of Rocks Productions,https://www.youtube.com/channel/UCeHVYusE6HnV8y-4mjEog5g,testEmail,1939,10156.818181818182,0.02667263369881405,2018-04-30 12:32:42.505809,12.0
pc build guide,PCPartPicker,https://www.youtube.com/channel/UCXQpf5LtNl7dbmZlxlFIO_w,testEmail,179399,54058.666666666664,0.02073994758244398,2018-04-30 12:32:45.666267,25.0
liquid cooling vs air cooling,CORSAIR,https://www.youtube.com/channel/UCPy4EQ9HhP-g9xc4yDahhnQ,testEmail,360234,21854.208333333332,0.023824549428885747,2018-04-30 14:28:27.172530,25.0
liquid cooling vs air cooling,Vir1lity PC Customs,https://www.youtube.com/channel/UCV3lyImRsXzsVpATa7Vrssg,testEmail,4700,3020.181818181818,0.04631719944615014,2018-04-30 14:28:30.769126,25.0
liquid cooling vs air cooling,Lifehacker,https://www.youtube.com/channel/UCYGnmkFGP4EgAOqu58JA_lg,testEmail,275322,2304.470588235294,0.035077279456810294,2018-04-30 14:28:32.903015,18.0
liquid cooling vs air cooling,Handwrench 83',https://www.youtube.com/channel/UCKz1VK4DMTRvVNhXelgpwGQ,testEmail,88,293.3636363636364,0.028819336845367215,2018-04-30 14:28:34.572686,12.0
liquid cooling vs air cooling,Gagan Choudhary,https://www.youtube.com/channel/UCA2utdbkuY6PfX0Exi2Y16w,testEmail,327522,39933.583333333336,0.058592577948040354,2018-04-30 14:28:37.920429,25.0
liquid cooling vs air cooling,Kios Komputer,https://www.youtube.com/channel/UC8WsVTGSkhJTcaQtmn7GlCw,testEmail,114586,58660.5,0.03577364666172297,2018-04-30 14:28:39.639529,9.0
liquid cooling vs air cooling,Rabid Hedgehog,https://www.youtube.com/channel/UChA3Qe9M65caf9qQVALudJA,testEmail,3089,4543.181818181818,0.015783891945972985,2018-04-30 14:28:41.505594,11.0
liquid cooling vs air cooling,CPU modder,https://www.youtube.com/channel/UCHNutDByqQ258qafJpjce-Q,testEmail,10535,210.78571428571428,0.1401332881509093,2018-04-30 14:28:43.626261,15.0
liquid cooling vs air cooling,Heidi and Franny's Garage,https://www.youtube.com/channel/UCut5i0tjCW-5Bg_mJtS-eRg,testEmail,6500,623.1428571428571,0.1641448876662082,2018-04-30 14:28:45.038859,7.0
liquid cooling vs air cooling,Alert Aarumugam - Tamil Automobile Channel,https://www.youtube.com/channel/UC0-y9lFr9HdDbctpXXVTEWA,testEmail,287588,17398.166666666668,0.027539133516899787,2018-04-30 14:28:48.304755,25.0
liquid cooling vs air cooling,The Workshop,https://www.youtube.com/channel/UChYdD3BgfawTdKlnUJBeOMA,testEmail,34903,3916.714285714286,0.06240812190468942,2018-04-30 14:28:50.981863,24.0
liquid cooling vs air cooling,Easy HomeMade Projects,https://www.youtube.com/channel/UC8tX389iBnows12-Zyt0k3w,testEmail,364389,40417.78571428572,0.020395900673147782,2018-04-30 14:28:53.223556,15.0
liquid cooling vs air cooling,Bang4BuckPC Gamer,https://www.youtube.com/channel/UCQM-tp1cm_3dCpB-hqrGHLQ,testEmail,15181,612.2173913043479,0.08181237128044881,2018-04-30 14:28:57.104551,25.0
liquid cooling vs air cooling,CRAZY BD,https://www.youtube.com/channel/UC9HBx2NJviCZom72ncdSg_A,testEmail,709741,489841.8333333333,0.0010266300863163592,2018-04-30 14:29:00.823394,25.0
liquid cooling vs air cooling,PC wale,https://www.youtube.com/channel/UCl5IFjVaehJDYHv_rs52KGg,testEmail,1138,888.304347826087,0.22834785375165187,2018-04-30 14:29:04.269088,25.0
liquid cooling vs air cooling,PCDIGA,https://www.youtube.com/channel/UCssDLlWWO8qDfSWUUBE9sow,testEmail,16206,5341.913043478261,0.06746755219863698,2018-04-30 14:29:08.111176,25.0
liquid cooling vs air cooling,Mr. DEVIL,https://www.youtube.com/channel/UCZ4sW-mF2IX5snB4P3X2uVQ,testEmail,34612,357.0,0.03800964830376595,2018-04-30 14:29:10.004931,9.0
liquid cooling vs air cooling,get install,https://www.youtube.com/channel/UCQ3NrqLVF5uQkvlmUmEe9VQ,testEmail,49370,1770.6666666666667,0.08149644030668127,2018-04-30 14:29:11.885348,12.0
liquid cooling vs air cooling,vmreviews,https://www.youtube.com/channel/UCJgCgAOga1iRalHQvQhBOpA,testEmail,1701,252.6,0.04995664140557253,2018-04-30 14:29:14.984350,15.0
liquid cooling vs air cooling,CrissANDCasey,https://www.youtube.com/channel/UC0fsJnicAcqzi6_avdlZ4fw,testEmail,240,17.5,,2018-04-30 14:29:16.236649,2.0
liquid cooling vs air cooling,TjokzN,https://www.youtube.com/channel/UCjxCAZiJLjZhwCVp54v03YQ,testEmail,335,29.227272727272727,0.032118466427750354,2018-04-30 14:29:19.986600,24.0
liquid cooling vs air cooling,TechnicalAF,https://www.youtube.com/channel/UC9_zovKU6BcGnrx_FWiDGXg,testEmail,2052,1894.3076923076924,0.01847640704945992,2018-04-30 14:29:22.272941,14.0
liquid cool pc build,iRepairFast,https://www.youtube.com/channel/UCGnftwtV3f7Ezh-x5xBj5Dw,testEmail,75928,3917.8260869565215,0.06885057152369327,2018-04-30 14:29:30.920491,25.0
liquid cool pc build,TechMaxTV,https://www.youtube.com/channel/UC3F1KUNefKym_ObSbQOk2_Q,testEmail,26328,16759.42105263158,0.02908968718301411,2018-04-30 14:29:34.115393,20.0
liquid cool pc build,Vibox,https://www.youtube.com/channel/UCfM4GswEfwoQV7ypJZVUtmQ,testEmail,22145,,,2018-04-30 14:29:34.380628,1.0
liquid cool pc build,SingularityComputers,https://www.youtube.com/channel/UCqChlb8y4cQ0jAFaNFPQLqA,testEmail,136085,17100.136363636364,0.04224542904457738,2018-04-30 14:29:36.850388,23.0
liquid cool pc build,Rice Byte,https://www.youtube.com/channel/UCAk08wGXR-mnG8K8lzchaOA,testEmail,108,501.8,0.014746911119968115,2018-04-30 14:29:37.907519,6.0
liquid cool pc build,Geek Seek,https://www.youtube.com/channel/UC0C_GZdjoSzgMmAAgNIwPMg,testEmail,2919,2932.3333333333335,0.03492667954984654,2018-04-30 14:29:40.586064,17.0
liquid cool pc build,ORIGIN PC,https://www.youtube.com/channel/UCGbuAbSys-10iPfvxtkcTCQ,testEmail,629784,5240.461538461538,0.049126408629388406,2018-04-30 14:29:42.364432,14.0
easy computer build,Josh Millar,https://www.youtube.com/channel/UCsnF26SWCwta1qLkqLr2v_Q,testEmail,1550,4781.5,0.00951584230889888,2018-04-30 14:29:49.050745,2.0
easy computer build,EvanTubeRAW,https://www.youtube.com/channel/UCUuU7X-e2ZRNOoBG3Cy8txw,testEmail,3222595,1087544.25,0.009058516969289535,2018-04-30 14:29:51.610196,25.0
easy computer build,Salmanis EduTech,https://www.youtube.com/channel/UC7KlNhrjAS0u_caNS-9hvdA,testEmail,4565,1740.842105263158,0.023944854275003022,2018-04-30 14:29:54.373715,20.0
easy computer build,RealTech Master,https://www.youtube.com/channel/UCNgxlZ6g3gO5W1GmFTXsbZw,testEmail,21554,1064.4347826086957,0.09052058655338616,2018-04-30 14:29:57.853073,25.0
easy computer build,HowToBasic,https://www.youtube.com/channel/UCR4s1DE9J4DHzZYXMltSMAg,testEmail,11200521,4062678.4285714286,0.043831721758693855,2018-04-30 14:30:00.248879,22.0
easy computer build,AWE me,https://www.youtube.com/channel/UCNKcMBYP_-18FLgk4BYGtfw,testEmail,6483293,729367.3333333334,0.04445557534947334,2018-04-30 14:30:01.543662,9.0
easy computer build,MidwestManMountain Home & Garden DIY,https://www.youtube.com/channel/UCSp_oP2S7BZ-2OG4ZFJOzbQ,testEmail,5845,316.61538461538464,0.1526563006154843,2018-04-30 14:30:03.499896,13.0
easy computer build,Blake Larson,https://www.youtube.com/channel/UCD25gomtDwVaOrOr3K7IqnA,testEmail,1384,4572.153846153846,0.010076526320343407,2018-04-30 14:30:05.683421,15.0
easy computer build,KM4BLG,https://www.youtube.com/channel/UCF6SDB4OoQExisq6GPvqgtw,testEmail,587,105615.0,0.005998201013113667,2018-04-30 14:30:06.205644,2.0
easy computer build,HowStuffWorks,https://www.youtube.com/channel/UCa35qyNpnlZ_u8n9qoAZbMQ,testEmail,592664,3793.0,0.03228619521791154,2018-04-30 14:30:07.852344,14.0
easy computer build,NewbZilla,https://www.youtube.com/channel/UCTdYnHvkIRA2NjjKFxC4LNQ,testEmail,255,5265.0,0.01120607787274454,2018-04-30 14:30:08.561524,3.0
easy computer build,How To Build It,https://www.youtube.com/channel/UCiZqTQQYJVPPm0UrAG86Sjw,testEmail,887,9085.2,0.006270271063561249,2018-04-30 14:30:09.540586,6.0
easy computer build,CHPTechnologies,https://www.youtube.com/channel/UCvQF4TipVsHNEhcsvaH26vA,testEmail,1517,93.33333333333333,0.07380952380952381,2018-04-30 14:30:12.430218,19.0
easy computer build,WhizKidScience,https://www.youtube.com/channel/UC2-K-dU4h3D3rk-CAZ0eBzQ,testEmail,72569,9562.285714285714,0.011639725508943868,2018-04-30 14:30:15.203430,22.0
easy computer build,The Project Journal,https://www.youtube.com/channel/UCNnte6-Bdcgq2HMeh78KylA,testEmail,2,,,2018-04-30 14:30:15.538808,1.0
easy computer build,OMG Bangladesh,https://www.youtube.com/channel/UCLQSsOpN7jnBT-TtME0IObA,testEmail,185,342.42857142857144,0.003893756083993881,2018-04-30 14:30:18.723616,22.0
easy computer build,Unicorn Reviews,https://www.youtube.com/channel/UCsLNbGms_uWulcmbEqfZ_Pg,testEmail,12339,5796.833333333333,0.02180819612907097,2018-04-30 14:30:22.723687,25.0
easy computer build,mechrocktech,https://www.youtube.com/channel/UCuPNVkIlTkx6KfYlrH7wLHQ,testEmail,6955,6347.916666666667,0.007357486337238338,2018-04-30 14:30:26.185194,25.0
easy computer build,Sky News,https://www.youtube.com/channel/UCoMdktPbSTixAyNGwb-UYkQ,testEmail,743227,3857.478260869565,0.02736988127026674,2018-04-30 14:30:28.826687,25.0
easy computer build,Britec09,https://www.youtube.com/channel/UC_M-iWYpQbgo4rK1YfewI5w,testEmail,238227,3684.2083333333335,0.07526541747165118,2018-04-30 14:30:31.678591,25.0
easy computer build,BdoubleO100,https://www.youtube.com/channel/UClu2e7S8atp6tG2galK9hgg,testEmail,1187477,41402.782608695656,0.13016921602972845,2018-04-30 14:30:34.279190,25.0
easy computer build,iTrubin,https://www.youtube.com/channel/UCxIDqOafTtRKs9ZvUXgEezg,testEmail,1416,7.416666666666667,0.06741573033707865,2018-04-30 14:30:36.451512,13.0
easy computer build,Eli the Computer Guy,https://www.youtube.com/channel/UCD4EOyXKjfDUhCI6jlOZZYQ,testEmail,890127,5229.0,0.042074502917876413,2018-04-30 14:30:38.061868,12.0
easy computer build,Doing Stuff with Dan,https://www.youtube.com/channel/UCsS26LLeFzzuWtqC9UA45pg,testEmail,2,17.0,,2018-04-30 14:30:39.127983,7.0
easy computer build,Stockholm Studio,https://www.youtube.com/channel/UCoc_b6Mqp4dCM6yhuZEu6KQ,testEmail,631,1475.9,0.013082926288428016,2018-04-30 14:30:41.054060,11.0
easy computer build,fernando,https://www.youtube.com/channel/UCh6UhzMAmA84qFPVg3YnWCQ,testEmail,3,21.434782608695652,0.0058316430020283975,2018-04-30 14:30:44.368321,25.0
easy computer build,DinoPC,https://www.youtube.com/channel/UCWyUJ89dhMVJ42Q0ujwVk0A,testEmail,53045,933.0833333333334,0.031306462582697286,2018-04-30 14:30:46.627192,13.0
easy computer build,Most Satisfying,https://www.youtube.com/channel/UCd2CxKzdzB1rmunTgz7e0eg,testEmail,0,38.285714285714285,0.0554726368159204,2018-04-30 14:30:48.834347,15.0
easy computer build,6Tech Productions,https://www.youtube.com/channel/UCSzPEIZwcYmrBJKVsMVUq2Q,testEmail,35,10.291666666666666,0.2933382407066618,2018-04-30 14:30:51.961092,25.0
easy computer build,Craig Chamberlin,https://www.youtube.com/channel/UCoTqgJgTw3_c-9S065BDBOg,testEmail,44819,1933.875,0.011009846379247195,2018-04-30 14:30:55.466976,25.0
easy computer build,Technical Tips,https://www.youtube.com/channel/UCA0IxC7oIxrW_6nsW6QBsRg,testEmail,1323,774.9565217391304,0.03895900488275937,2018-04-30 14:30:59.300272,25.0
easy computer build,MoneyAhoy,https://www.youtube.com/channel/UCo_WM5uWe_hb2omW1aF5R1Q,testEmail,1949,1651.9375,0.012561007907381483,2018-04-30 14:31:01.880180,17.0
gaming mouse vs normal mouse,Skylab-Gaming,https://www.youtube.com/channel/UChJWOAhPNY9xm_mNC_83kxw,testEmail,6418,107.5,0.10620155038759689,2018-04-30 14:31:10.784348,13.0
gaming mouse vs normal mouse,TechManZ,https://www.youtube.com/channel/UCmgWwuTTbTu0xu8N4E8yo3A,testEmail,5090,408.93333333333334,0.07173133355070102,2018-04-30 14:31:13.132990,16.0
gaming mouse vs normal mouse,FerrousPilot,https://www.youtube.com/channel/UCnxLnFYLvEQi1wVpt981xlQ,testEmail,1288,243.77272727272728,0.033190378519485364,2018-04-30 14:31:16.780834,23.0
gaming mouse vs normal mouse,Harnold Gaming,https://www.youtube.com/channel/UCYVkjfcY955bshhW4M2muvg,testEmail,6330,11164.791666666666,0.023059842137672374,2018-04-30 14:31:20.197160,25.0
gaming mouse vs normal mouse,Christian Korsak,https://www.youtube.com/channel/UCeLo3ChFVGk16f8lRv8ezxQ,testEmail,1042,11008.333333333334,0.009754961656189318,2018-04-30 14:31:23.772528,25.0
gaming mouse vs normal mouse,L3gBeard,https://www.youtube.com/channel/UC-a1y0YMDOAwe4KvDHEVf1g,testEmail,189,197.91666666666666,0.03391304347826087,2018-04-30 14:31:27.518698,25.0
gaming mouse vs normal mouse,Tmad,https://www.youtube.com/channel/UCNwNMp5SvKqHJlpu-SrX21g,testEmail,56,42.5,0.08529411764705883,2018-04-30 14:31:31.249217,25.0
