discovery keyword,channel name,URL,emails,country,total subs,AVG views,AVG engagement,date recorded,sampleSize,notes
mechanical keyboard review,Linus Tech Tips,https://www.youtube.com/channel/UCXuqSBlHAE6Xw-yeJA0Tunw/about,testEmail,n/a,5724356,691304.0,0.035287418173963025,2018-04-30 10:08:19.525312,13.0,
